account_id,customer_name,residential_loc
3014,Cassie Lutz,"(-62.722813, 33.867668)"
3015,Brian Kim DDS,"(36.2715085, 106.786682)"
3016,Charles Morales,"(-60.933107, -103.886069)"
3017,Ashley Schaefer,"(34.340667, 88.252009)"
3018,Amy Hester,"(89.120632, 95.624583)"
3019,Kurt Ewing,"(-44.280560, -79.793943)"
3020,Ryan Hardy,"(-69.8194065, -172.476550)"
3021,Micheal Perkins,"(-46.6538645, 163.094051)"
3022,Richard Schneider,"(-65.2318525, 83.912494)"
3023,John Morrison,"(68.106624, 107.893801)"
3024,John Ramirez,"(-41.0395165, -125.057725)"
3025,Ashley King,"(78.648770, -76.177005)"
3026,Mark Taylor Jr.,"(-19.9119415, 98.863897)"
3027,Barry Gregory,"(22.707385, -87.862420)"
3028,Janet Shelton,"(63.6846115, 113.198667)"
3029,Marco Davis,"(1.3049785, 83.767818)"
3030,Paul Saunders,"(72.8045165, 55.112417)"
3031,Christina Bates,"(-27.222474, 48.718013)"
3032,Dennis Cooper PhD,"(-27.822620, 109.566641)"
3033,Tiffany Johnson,"(-24.7622955, -118.267649)"
3034,Thomas Reyes,"(48.324875, -84.857559)"
3035,James Stevens,"(55.897824, -9.037949)"
3036,Justin Dalton,"(19.6357975, -164.346477)"
3037,Michael Henry,"(0.857691, -57.105799)"
3038,Mike Freeman,"(63.659262, 61.400390)"
3039,Michael Keller,"(-83.8478125, 84.583988)"
3040,Laura Alvarez,"(68.0042205, 112.379016)"
3041,Katie Myers,"(80.899475, 50.150761)"
3042,Wesley Jensen MD,"(18.120807, -116.115066)"
3043,Erica Johnson,"(31.755269, 76.796767)"
3044,Russell Bailey,"(-73.6015615, 36.176084)"
3045,Alyssa Vance,"(43.2686485, -53.325354)"
3046,Brent Reed,"(18.739093, 98.248045)"
3047,Gregory Stanley,"(-50.6623485, -171.698994)"
3048,Matthew Watkins,"(8.002108, -178.791253)"
3049,Ana Torres,"(10.9630935, 110.243502)"
3050,Alejandro Nguyen,"(-51.4447555, -134.713593)"
3051,Scott Bradley,"(86.874950, -88.227142)"
3052,Deborah Dominguez,"(-41.561097, -59.790194)"
3053,Victoria Gray,"(78.892859, 7.531059)"
3054,Kenneth Stokes,"(-1.9825365, -94.520942)"
3055,Michael Rogers,"(-66.863783, 31.181805)"
3056,Pamela Morgan,"(87.0479875, 16.516498)"
3057,Heidi Graham,"(-86.018525, -0.120855)"
3058,Ryan Cobb PhD,"(54.7067155, 60.132868)"
3059,Donna Williams,"(-61.840875, -37.778274)"
3060,Jennifer Perez PhD,"(18.6988265, 125.711370)"
3061,Ryan Davis,"(-49.643275, -140.882419)"
3062,Austin Solis,"(50.348111, 169.664931)"
3063,Daniel Flynn,"(-43.2345895, -140.940883)"
3064,Elizabeth Brock,"(63.174174, -105.512334)"
3065,Joshua Gonzalez,"(-2.116233, 124.871295)"
3066,Mario Chavez,"(16.8186385, 65.202753)"
3067,Catherine Smith,"(69.4966075, -158.828594)"
3068,Shari Ray,"(59.659856, 137.093522)"
3069,Victor Harmon,"(53.414193, -35.840775)"
3070,Timothy Patel,"(-26.858831, 50.833592)"
3071,Patricia Hamilton,"(77.352595, 146.933589)"
3072,Lori Boyd,"(55.4538035, -24.949487)"
3073,Charles Hernandez,"(56.7606735, -171.320793)"
3074,Elizabeth Graham,"(-47.496745, -111.884998)"
3075,Ronald Brown,"(-79.856326, -2.359276)"
3076,Jason Colon,"(-80.8970765, 144.896307)"
3077,Dawn Burke,"(-28.3137825, 175.576893)"
3078,Brian Lee,"(55.567803, 52.546103)"
3079,Ronald Marshall,"(70.584232, -45.368184)"
3080,Jessica Lucas,"(46.1937425, -23.304772)"
3081,Christopher Taylor,"(84.0456735, -110.213130)"
3082,Robert Hopkins,"(-9.9693865, 145.127755)"
3083,Samuel Stuart,"(0.656279, 147.346284)"
3084,Mr. Scott Miller,"(47.494152, 117.179989)"
3085,Sharon Lester,"(78.984422, -144.557249)"
3086,Jack Sandoval,"(83.7504215, -134.895257)"
3087,Tony Ramsey,"(-13.880850, 6.175758)"
3088,Brian Navarro,"(31.2962265, 156.116540)"
3089,Kelly Calderon,"(56.483185, 92.480726)"
3090,Tara King,"(32.912689, -160.780304)"
3091,Cynthia Martinez,"(85.7803605, 56.977806)"
3092,Erin Silva,"(-65.393674, 11.629558)"
3093,Paul Young,"(-41.938699, -53.684518)"
3094,Charles Thompson,"(56.0205415, 35.635988)"
3095,Jessica King,"(30.146118, 29.646043)"
3096,Katherine Brooks,"(38.2051595, -74.779341)"
3097,Emily Coleman,"(54.7592155, 172.577483)"
3098,Tracey Suarez,"(-39.866716, -165.924380)"
3099,Heidi Baldwin,"(75.2442695, 62.669096)"
3100,Alisha Rasmussen,"(-16.2070815, 24.251622)"
3101,Sarah Bates,"(-69.064221, 149.651742)"
3102,Melissa Mccormick,"(-72.959425, 157.057751)"
3103,Juan Parker,"(88.1585165, 67.715445)"
3104,Heidi Burnett,"(42.848239, 147.723144)"
3105,Sean Mathews,"(52.8606275, 84.393450)"
3106,Theodore Long,"(13.206561, 110.971569)"
3107,Dawn Davis,"(-49.7569405, 154.814845)"
3108,Cynthia Clark,"(64.241095, 54.325132)"
3109,Sydney Welch,"(45.7761295, 86.946216)"
3110,Pamela Sullivan,"(-48.683671, -110.481919)"
3111,Sean Morrow,"(-4.069442, 97.088129)"
3112,Kaitlin Gutierrez,"(64.834719, -74.690846)"
3113,Michelle Mcdowell,"(42.5821925, -159.502309)"
3114,Samantha Hale,"(82.686046, 105.690846)"
3115,Heather Guzman,"(-4.569381, 101.528002)"
3116,Nancy Chavez,"(-89.824276, 33.993339)"
3117,Anthony May,"(82.751492, -80.014673)"
3118,Rachel Taylor,"(77.8258895, -52.503022)"
3119,Mark Edwards,"(8.967030, -152.151424)"
3120,Christopher Black,"(-17.7030265, -163.948765)"
3121,Sandra Hines,"(88.1257455, 13.465332)"
3122,Melissa Sparks,"(14.731282, 24.515171)"
3123,John Moss,"(76.306276, -1.824930)"
3124,Michael Serrano,"(32.577144, 125.583424)"
3125,Christina Perry,"(-79.714682, -163.553422)"
3126,Shawn Duffy,"(-56.4924145, -89.848817)"
3127,Courtney Vaughan,"(-14.946229, 110.860604)"
3128,Maria Sims,"(-42.7802685, 3.948879)"
3129,Valerie Gonzalez,"(10.5369455, -35.945486)"
3130,Caroline Morales,"(-22.567474, -81.990975)"
3131,David Davis,"(50.548744, 31.083343)"
3132,Travis Wilson,"(33.6644065, 138.683845)"
3133,Jessica Mora,"(15.781556, -74.715722)"
3134,Michael Wilson,"(-52.323967, 9.526129)"
3135,Cheryl Atkins,"(74.118061, -22.071969)"
3136,Donna Snyder,"(-40.1545185, 162.685356)"
3137,Scott Greene,"(-23.797161, 160.348785)"
3138,Diane Byrd MD,"(-54.271804, 105.992800)"
3139,Charles Roberts,"(64.6331035, -35.446183)"
3140,Luke Solomon,"(15.0617065, -60.708813)"
3141,Michael Ellis,"(-37.771102, 113.229273)"
3142,Casey Morris,"(63.7046575, -124.647206)"
3143,Melissa Reeves,"(1.318003, 37.379600)"
3144,Nancy Scott,"(-45.8634305, -40.022502)"
3145,Anthony Cook,"(-68.630673, -3.970405)"
3146,Terry Barajas,"(-39.9094625, 106.173804)"
3147,Tracy George,"(0.7011025, 79.471236)"
3148,Amber King,"(-42.2457155, 4.334989)"
3149,Elizabeth Foster,"(14.4419375, -89.977847)"
3150,Walter Hansen,"(64.469487, -87.734875)"
3151,Debbie Gordon,"(18.354349, 136.283667)"
3152,Sherry Anderson,"(-30.5007115, -60.669472)"
3153,Joseph Thomas,"(2.1606155, 104.402488)"
3154,Andrew Anderson,"(73.191998, 18.670095)"
3155,Sandy Adkins,"(-62.5603325, -59.980545)"
3156,Diane Mcdowell,"(45.4206535, -122.978606)"
3157,Pam Baker,"(60.3060095, 30.034268)"
3158,Steven Stewart,"(9.114806, 16.389646)"
3159,Pamela Hernandez DVM,"(-83.1121425, 166.722418)"
3160,Rebecca Brown,"(41.434618, 98.601101)"
3161,David Johnson,"(-19.441916, 27.382004)"
3162,Michael Graham,"(59.9708365, -5.851771)"
3163,Tammy Williams MD,"(-85.8037065, 147.428900)"
3164,Karina Vasquez,"(-3.982163, 81.868654)"
3165,Sharon Martinez,"(-12.877219, -39.497118)"
3166,Sean White,"(-29.8149685, -175.918532)"
3167,Jordan Nelson,"(-37.8806945, -15.384999)"
3168,Laurie Silva,"(78.6117595, 154.567373)"
3169,Kelly Duncan,"(-57.7937105, 95.044443)"
3170,Billy Tate,"(64.877750, -139.997943)"
3171,Stacy Johnson,"(-59.613942, 78.351594)"
3172,Melanie Long,"(70.793118, 79.979250)"
3173,Tiffany Hood,"(-45.7578385, -154.826209)"
3174,Brad Rivas,"(-36.5416645, 100.001047)"
3175,Jordan Moses,"(-0.445870, 132.446501)"
3176,Abigail Booker,"(-26.644397, -35.509902)"
3177,Tiffany Nguyen,"(-79.882521, -133.823642)"
3178,Morgan Bernard,"(7.770551, -67.157323)"
3179,Christine Williams,"(15.906042, -14.868988)"
3180,Erica Brown,"(-66.3220455, -5.384889)"
3181,Trevor James,"(-11.1739315, 63.565842)"
3182,Christopher Hanna,"(-61.137113, -4.567857)"
3183,Ann Phelps,"(-2.0159445, -71.392524)"
3184,Richard Mitchell,"(-61.2177535, -63.715980)"
3185,Martha Martinez,"(-43.4238555, 16.553874)"
3186,Jeffrey Drake MD,"(76.263424, -64.858585)"
3187,Bonnie Wade,"(22.604303, 75.473047)"
3188,Kayla Burns,"(50.801048, -127.720644)"
3189,Karen Hart,"(-26.0724095, 48.841270)"
3190,Peter Shepherd,"(30.078389, -9.639995)"
3191,Jessica Simmons,"(-77.707758, -171.379596)"
3192,Glenn Ford,"(76.6368935, -37.324184)"
3193,Michael Moore,"(-49.818838, 165.375521)"
3194,Mark Warren IV,"(-60.7124315, -27.808477)"
3195,Terry Woods,"(-66.609331, -161.106337)"
3196,Carl Leach,"(4.988438, -84.799500)"
3197,Kelly Phillips,"(32.576481, 25.585260)"
3198,Billy Williams,"(75.280747, 104.118591)"
3199,Jeffery Davis,"(-57.2471965, 137.685202)"
3200,Laura King,"(50.5852845, 73.879656)"
3201,Brad Gordon,"(60.7226435, -147.711335)"
3202,Matthew White,"(72.4227155, -109.329324)"
3203,James Miller,"(38.315859, -176.388721)"
3204,Elizabeth Matthews,"(-17.0709105, 13.803203)"
3205,Michael Hanson,"(-55.1635485, -53.830003)"
3206,Vincent Savage,"(48.044483, 102.814518)"
3207,Cody Burgess,"(59.7345895, 7.000866)"
3208,Shelby Rodriguez,"(17.9630245, -92.603042)"
3209,Abigail Wilson,"(-53.2646705, -2.353056)"
3210,John Holt,"(59.6276915, 49.862229)"
3211,Tracy Guzman,"(21.6914585, -148.663298)"
3212,Mr. William Ward,"(-2.904730, 133.300215)"
3213,Melissa Foster,"(45.9463015, 43.076665)"
3214,Calvin Smith,"(30.7368115, 109.327733)"
3215,Alan Waller,"(28.7025585, -29.924133)"
3216,Christine Wong,"(-9.831705, -90.025877)"
3217,Jessica Garrett,"(-52.897104, 84.522667)"
3218,Cheryl Turner,"(0.701797, 93.916030)"
3219,John Johnson,"(0.539341, 179.335626)"
3220,Christian Park,"(-14.9417555, 110.634779)"
3221,Kaitlyn Heath,"(79.697487, 2.287111)"
3222,Christina Hudson,"(67.9262745, 46.540530)"
3223,Amber Smith,"(7.6325955, -9.636215)"
3224,Michelle Petty,"(74.7248325, -25.363661)"
3225,Nancy Larson,"(-42.2788575, 89.525930)"
3226,Donna Freeman,"(-55.3995175, -16.500416)"
3227,Mr. Logan Gregory,"(74.9220525, -116.296094)"
3228,Katherine Klein,"(-67.7257965, 49.838343)"
3229,Jennifer Stewart,"(-0.8002985, -166.365762)"
3230,Steven Butler,"(-53.4591505, -176.640504)"
3231,Johnny Mcmillan,"(-79.423056, -156.981694)"
3232,Michael Smith,"(-48.139334, -15.265846)"
3233,Corey Cooper,"(9.993173, 163.149117)"
3234,Daniel Stout,"(-28.3743635, 134.784232)"
3235,Lance Kirby,"(83.769020, -55.397863)"
3236,Bonnie Carter,"(-70.471814, -53.072307)"
3237,Toni Whitaker,"(-54.8006235, 165.020359)"
3238,Morgan Flynn,"(-58.9330135, -4.991522)"
3239,Sarah Howell,"(-4.8047835, -142.825674)"
3240,Paul Estrada,"(-34.0731025, -177.009788)"
3241,Curtis Obrien,"(-3.0331955, 2.498407)"
3242,Jason Chaney,"(38.9910735, -161.859508)"
3243,Daniel Williams,"(50.066106, -70.429336)"
3244,Stanley Kelly,"(80.031809, 159.842045)"
3245,Ronald Kline,"(24.2683645, 118.256513)"
3246,Arthur Jordan,"(-41.1047415, -126.114599)"
3247,Barbara Walker,"(-13.7886285, -17.187221)"
3248,Gerald Kelly,"(-13.6668975, 99.070338)"
3249,Shawn Adams,"(50.872750, 151.200266)"
3250,Michael Robertson,"(12.828915, 27.138565)"
3251,Michelle House,"(67.4195445, 152.839706)"
3252,Jim Skinner,"(41.702328, -102.651729)"
3253,Brian Bishop,"(44.106182, -60.768746)"
3254,Theresa Colon,"(23.567615, 61.057379)"
3255,Brian Soto,"(81.079775, 56.794337)"
3256,Susan Moore,"(-11.437482, 165.286161)"
3257,Jeremy Hunter,"(20.938859, -99.627910)"
3258,Annette Holland,"(-88.2913055, -110.348215)"
3259,Chad Allison,"(8.326324, 96.657106)"
3260,Jason Mack,"(-44.9809735, 18.016431)"
3261,Robert Peterson,"(-12.713871, -67.713014)"
3262,Angela Watson,"(-71.3187125, 102.301577)"
3263,Heather Ortega,"(-31.363326, -87.189026)"
3264,Paul Fisher,"(55.858354, -123.166203)"
3265,Robert Gutierrez,"(-54.103257, -77.767046)"
3266,Jimmy Phelps,"(-73.111225, -112.195662)"
3267,Heidi Johnson,"(-36.2642965, 145.654751)"
3268,Adam Drake,"(-51.556659, 166.361137)"
3269,Angela Edwards,"(-88.0983275, 156.570797)"
3270,Mrs. Amy Malone,"(-8.1622315, 155.043882)"
3271,Margaret Orr,"(-65.141779, -148.332942)"
3272,Mark Reeves,"(11.242131, -175.643374)"
3273,Kelly Phillips,"(-65.880811, 98.953078)"
3274,Michael Spencer,"(-24.3008285, 42.998996)"
3275,Patrick Blankenship,"(-19.565122, 82.818633)"
3276,Douglas Rose,"(-47.009847, -70.501402)"
3277,Melody Griffin,"(58.3766235, 68.671139)"
3278,Joshua Kramer,"(2.612139, -166.994096)"
3279,Melissa Barron,"(52.9454005, -91.384549)"
3280,Jennifer Gonzalez,"(36.6104665, 36.909463)"
3281,Andrew Cook,"(49.232450, -133.242900)"
3282,Natalie Martinez,"(88.5518045, 64.827884)"
3283,Diane Davis DDS,"(-42.502719, -83.006110)"
3284,Nicole Moore,"(3.975952, 77.740761)"
3285,Robert Vargas,"(34.6242285, -7.745577)"
3286,Raymond Barber,"(-20.1153345, 14.984750)"
3287,Mrs. Amy Watson,"(60.871813, 157.012408)"
3288,Heather Williams,"(-18.6954055, 79.756053)"
3289,Belinda Evans,"(-53.5822635, 23.425546)"
3290,Jody Bird,"(-48.458290, 126.670764)"
3291,Virginia Cunningham,"(-81.223831, -5.283821)"
3292,Lori Ferguson,"(-51.7625055, 152.114531)"
3293,Hayley Mitchell,"(-65.7779795, 94.302471)"
3294,Michelle Chambers,"(89.7938345, 63.510302)"
3295,Kelly Wright,"(12.6531495, 173.088113)"
3296,Kevin Carson,"(58.659492, -50.566359)"
3297,Brent Dawson,"(-62.5524885, 30.719453)"
3298,Angela Brown,"(-75.7470265, 114.942962)"
3299,Karen Griffin,"(-41.2380275, 55.974369)"
3300,Joseph Chapman,"(-57.538163, 166.507386)"
3301,Jennifer Baker,"(35.8351545, -85.752849)"
3302,Mr. Jeremiah Galvan MD,"(-73.0021465, 65.439521)"
3303,Samantha Thomas,"(-32.267983, -73.527122)"
3304,Michael Anderson,"(28.8896085, -63.354098)"
3305,Sharon Wilson,"(61.5277445, 171.863095)"
3306,John Francis,"(66.3782625, -80.062320)"
3307,Jaclyn Crane,"(-82.143817, -5.075320)"
3308,Jennifer Martinez,"(-41.2013165, -87.366220)"
3309,Amanda Hernandez,"(-48.3410585, 129.585574)"
3310,William Turner,"(62.1692445, 150.073177)"
3311,Dr. Charles Lawrence,"(-32.5283735, 41.158749)"
3312,Steven Small,"(-44.0458435, -125.878019)"
3313,Robert Burns,"(24.6487965, -4.467531)"
3314,Gregory Harrell,"(86.4284245, 134.164368)"
3315,Kenneth Knight,"(-69.769934, 163.789323)"
3316,Rachael Alvarez,"(-8.6107585, -53.152402)"
3317,Lisa Gill,"(58.4814215, 115.632763)"
3318,Julia Cole,"(-51.3793975, -53.054339)"
3319,Sean Nguyen,"(-45.2883625, -5.461917)"
3320,Mary Ortiz,"(85.374162, 15.255812)"
3321,James Weaver,"(-24.3618465, 130.099404)"
3322,Stacy Fitzgerald,"(54.9990505, -70.915074)"
3323,Sharon Mann,"(-4.045973, 118.470235)"
3324,Rebecca Zimmerman,"(-7.3053925, -36.774510)"
3325,Becky Hansen,"(22.1725725, -114.417702)"
3326,Luke Ray,"(41.292646, 166.070475)"
3327,Kelly Lopez,"(34.2929825, 84.732006)"
3328,Steven Martinez,"(-31.2485995, -93.262229)"
3329,Catherine Smith,"(15.517093, -24.391836)"
3330,Danielle Thornton,"(-23.660124, -169.498637)"
3331,Jill Roman,"(63.2883805, -1.423759)"
3332,Jennifer Williams,"(-19.9281655, -43.690492)"
3333,Allison Kim,"(65.050714, 87.424733)"
3334,Scott Stewart,"(74.0711975, -117.465863)"
3335,Brian Garcia,"(-41.558013, 59.888269)"
3336,Charles Scott,"(72.0296325, 132.601567)"
3337,Eric Russell,"(27.7884055, -178.556848)"
3338,Lucas Nguyen,"(-39.857673, 126.576491)"
3339,Anthony Price,"(-43.203495, 56.299278)"
3340,Jason Nguyen,"(-71.241065, -92.978823)"
3341,Ronald Martinez,"(-75.1186025, -2.236819)"
3342,Paul Willis,"(-23.8335195, 177.942852)"
3343,Paul Cruz Jr.,"(69.959556, 71.529934)"
3344,John Russell,"(51.4655035, 87.201141)"
3345,Mr. David Mercado,"(-59.7974965, -64.982283)"
3346,Victor Leonard,"(41.621285, -4.509371)"
3347,Justin Glover,"(-52.881989, 131.158864)"
3348,Jason Miller,"(59.870803, 98.606429)"
3349,Christina Faulkner,"(-24.7628825, -109.847975)"
3350,William Casey,"(-49.938806, -164.925540)"
3351,Jessica Buck,"(-63.5439655, -107.674742)"
3352,Aaron Marshall,"(7.792988, 33.208448)"
3353,Donna Stanton,"(-75.4264725, 114.194243)"
3354,Timothy Olson,"(-39.415899, -86.978346)"
3355,Sara James,"(-79.8914965, -156.127707)"
3356,Mark Richards,"(-18.7809695, 117.539237)"
3357,Amber Stevenson,"(41.250289, 145.655136)"
3358,Elizabeth Foster,"(34.984089, 98.434136)"
3359,Charles Hawkins,"(45.146704, 91.611256)"
3360,Jeffrey Bishop,"(62.718650, 55.348074)"
3361,Emily Fleming,"(3.767973, -66.942647)"
3362,Dean Mullins,"(9.9097675, 178.279676)"
3363,David Bird,"(48.065631, 11.858481)"
3364,Joe Greene,"(-40.431727, -52.871193)"
3365,Michael Lucas,"(81.108043, 107.220338)"
3366,John Valenzuela,"(15.8563845, -147.314757)"
3367,Jennifer Woodard,"(-79.145064, -71.554653)"
3368,Pamela Medina,"(-85.346129, -30.679996)"
3369,Mariah Jones,"(-8.904701, -53.144204)"
3370,Ronnie Powers,"(14.1129905, 166.500162)"
3371,Heather Hess,"(-67.985642, 127.447669)"
3372,Heather Thompson,"(64.042309, -7.807172)"
3373,Melissa Smith,"(-60.611462, 67.075925)"
3374,Timothy Wallace,"(-72.1736205, 6.233790)"
3375,Alejandro Campbell,"(-46.2437475, -67.229506)"
3376,Heather Davis,"(63.146755, -129.765396)"
3377,Elizabeth Robbins,"(-83.868780, -99.890605)"
3378,Johnny Cox,"(82.5802875, 129.875686)"
3379,Tanner Mann,"(-45.042412, 135.078539)"
3380,Craig Nicholson,"(3.4819895, 176.486779)"
3381,Sergio Carroll,"(-83.5495085, -130.352831)"
3382,Juan Keller MD,"(-8.720251, -73.248860)"
3383,Krystal Jones,"(38.3037565, -31.187876)"
3384,Austin Green,"(85.490940, 94.545574)"
3385,Crystal Mills,"(-38.2318785, -149.565520)"
3386,Cheryl Gregory,"(74.304021, -74.594729)"
3387,Melissa Patel MD,"(-88.6813175, 129.532480)"
3388,Jordan Pace,"(21.5575895, 72.381197)"
3389,Terri Williams,"(-67.814395, -67.033178)"
3390,Jessica Carney,"(69.3124075, 88.363108)"
3391,Michael Owens,"(-65.054502, 146.791822)"
3392,Peter Stephenson,"(-59.0842505, -102.054905)"
3393,Donald Fisher,"(16.7888605, -154.006610)"
3394,Aaron Lee,"(79.997675, -98.969149)"
3395,Kenneth Johnson,"(-49.2548825, -117.959414)"
3396,Vanessa Coleman,"(-34.3679265, -95.494076)"
3397,David Martin,"(-58.303354, 67.145709)"
3398,Mark Davis,"(20.0884715, 70.478633)"
3399,Robert Watkins,"(87.2164755, -105.034002)"
3400,Felicia Wright,"(-75.637774, -118.170772)"
3401,David Peterson,"(72.6282145, -132.091469)"
3402,Gavin Bauer,"(-58.879232, -119.489501)"
3403,Patricia Harvey,"(12.698588, 36.195926)"
3404,Lori Riley,"(-61.947009, -110.473887)"
3405,Antonio Johnson,"(-41.491839, -157.531350)"
3406,Ryan Brown,"(-57.5309095, 151.522060)"
3407,Thomas Ramos,"(-81.4322495, 59.708032)"
3408,Mark Jones,"(-53.4963285, 4.113936)"
3409,Kristin Phillips,"(87.6284845, 104.088043)"
3410,Brendan Walton,"(27.477278, -46.494241)"
3411,Kyle Keller,"(-36.862846, 154.456626)"
3412,James Pope,"(-32.530862, -160.123413)"
3413,Lisa Morgan,"(-11.184069, 127.027801)"
3414,Rachel Gibson,"(-38.341053, 51.632179)"
3415,Corey Garcia,"(12.0816035, 1.093636)"
3416,Andrea Clarke,"(-34.057540, 107.842515)"
3417,Kenneth Walsh,"(-86.4005315, 174.515847)"
3418,Jason Hardy,"(-41.993624, 64.460547)"
3419,David Robles,"(84.6512265, 177.096356)"
3420,Eric Graham,"(-9.0760615, 99.705833)"
3421,Nicole Collins,"(-62.182149, -99.667055)"
3422,Patricia Hernandez,"(-14.289125, -85.437079)"
3423,Grant Wood,"(-63.0333295, -131.627682)"
3424,Kevin Gregory,"(-13.643417, -167.807968)"
3425,Jonathon Conley,"(59.8907625, 31.947885)"
3426,Jennifer Gonzalez,"(77.8656805, 101.758649)"
3427,Terry Glover,"(-52.254965, 1.009045)"
3428,Michael Neal,"(-87.6532955, 129.468258)"
3429,Ms. Erin Lane,"(88.489038, -4.636878)"
3430,Lisa Barnes,"(-53.8593925, -99.400604)"
3431,Jesse Mccormick,"(70.0743065, -26.072149)"
3432,Daniel Smith,"(10.8181675, -110.847045)"
3433,David Hanson,"(-85.4057555, 137.506109)"
3434,Nicholas Cisneros,"(-38.016430, 16.885160)"
3435,Patrick Harris,"(3.945787, 24.277030)"
3436,William Cox,"(-72.2785425, 171.734408)"
3437,Alvin Wilson,"(-89.668194, -64.777751)"
3438,Cory Willis,"(89.0331765, 125.409802)"
3439,Amanda Johnson,"(70.0419565, 5.348659)"
3440,Christopher Mcclure,"(-55.585681, 133.242098)"
3441,Gina Spencer,"(43.2937885, -170.825664)"
3442,Alex Cameron,"(-63.916648, -57.129986)"
3443,Alisha Byrd,"(31.7983835, -116.300085)"
3444,Richard Rodriguez,"(-51.914641, -32.112498)"
3445,Elizabeth Allen,"(-38.7942095, 47.559240)"
3446,Mary Pugh,"(6.3726425, 115.115243)"
3447,Yolanda Keith,"(-2.3185265, 109.716658)"
3448,Ana Thomas,"(8.432760, 27.967013)"
3449,Rebecca Lee,"(-7.6050365, -110.027677)"
3450,James Greene,"(-33.088300, -165.481856)"
3451,Dana Williams,"(-20.3793155, -139.762060)"
3452,Chelsea Nichols,"(-48.0782825, -166.231650)"
3453,Erin Brown,"(-52.1919875, 78.692564)"
3454,Shelley York,"(-75.5540385, 46.806372)"
3455,Stacey Clark,"(-56.9521445, 14.252017)"
3456,John Alvarado,"(74.8867885, -93.051682)"
3457,Jordan Potter,"(38.663933, -56.086546)"
3458,Katrina Jimenez,"(59.6603915, 85.674378)"
3459,Frank Brooks,"(-15.3935255, -147.621870)"
3460,Michelle Simpson,"(-45.3452685, 141.621541)"
3461,James Morse,"(76.275573, -146.972474)"
3462,Amanda Robinson,"(28.947663, -134.165402)"
3463,Scott Foster,"(25.7552445, 48.813778)"
3464,Stephen Duncan,"(68.595069, -167.984620)"
3465,Jacqueline Pierce,"(20.686983, -57.485387)"
3466,Bradley Wallace,"(-55.106717, -112.095077)"
3467,Kevin Marshall,"(-14.462590, 105.103792)"
3468,Jessica Mcdonald,"(84.508351, -122.533510)"
3469,Robert Stewart,"(1.909702, -8.504551)"
3470,Christopher Hall,"(-19.9217425, -94.853110)"
3471,Heather Miller,"(79.580000, 164.693130)"
3472,Kayla Schneider,"(-87.9659365, -60.902220)"
3473,Tammy Garcia,"(-13.3735435, -162.614518)"
3474,Andrew Gonzalez,"(-22.9723525, -148.513707)"
3475,Gary Turner,"(-56.5275255, -170.948282)"
3476,Melinda Hill,"(75.3930705, 14.984415)"
3477,Yolanda Murillo,"(18.861315, 86.495759)"
3478,Nancy Gaines,"(61.5125625, 163.510776)"
3479,Elijah Short,"(31.191527, 17.872417)"
3480,Jennifer Sullivan,"(23.5989675, -14.504533)"
3481,Mary Kennedy,"(77.2101665, -145.166533)"
3482,Paige Hernandez,"(9.559491, 57.733024)"
3483,Darrell Curry,"(68.4099095, 6.848324)"
3484,Jose Hartman,"(9.8498825, -26.968378)"
3485,Miranda Murray,"(24.130730, -87.399162)"
3486,Emily Lopez,"(-23.9386955, -45.094423)"
3487,Melissa Clark,"(38.7339925, -122.863500)"
3488,Justin Brooks,"(-53.2621495, -45.191953)"
3489,Bethany Harding,"(33.9489645, 53.101231)"
3490,Robert Flowers,"(-89.2666265, -120.643425)"
3491,Jason Jennings,"(-78.155662, 117.931896)"
3492,Richard Medina,"(-74.0553435, -116.375649)"
3493,Alexander Floyd,"(48.0249545, -114.159859)"
3494,Brittany Cisneros,"(-79.603389, -68.749901)"
3495,Mark Morrison,"(-82.8474265, 41.498297)"
3496,Sharon Baird,"(58.671193, -56.599717)"
3497,James Ferguson,"(-63.0552035, 61.229939)"
3498,Brian Hudson,"(17.008665, -31.732367)"
3499,Steven Davis,"(-65.8459935, 82.521399)"
3500,Juan Johnson,"(-46.547183, 47.528725)"
3501,Katherine Lopez,"(48.5878345, -157.116714)"
3502,Victor Campbell,"(56.128916, -172.951415)"
3503,Matthew Jones,"(48.741382, -127.693565)"
3504,Joseph Jackson,"(89.903959, 16.625690)"
3505,Jennifer Moore,"(30.1949855, -122.338907)"
3506,Joshua Mendoza,"(-50.2360815, 138.228827)"
3507,Troy Glenn,"(-81.8175375, -121.920439)"
3508,Daniel Reynolds,"(1.9979285, -147.356939)"
3509,Karen Munoz,"(34.4078455, -134.669311)"
3510,Laurie Shaw,"(-37.524693, 92.925351)"
3511,Desiree Smith,"(-78.604748, 39.358384)"
3512,Austin Ross,"(31.591365, -125.418242)"
3513,Kelly Kent,"(-23.829854, -151.071742)"
3514,Julia Johnston,"(34.0027295, -56.955089)"
3515,Donna Ibarra,"(-0.842038, -137.207321)"
3516,Michael Dawson,"(-77.169219, -25.528653)"
3517,Louis Patrick,"(6.937715, 104.914242)"
3518,David Yoder,"(-16.033203, 84.158275)"
3519,Judith Bartlett,"(-9.4058595, -72.897190)"
3520,Keith Long,"(17.539842, -86.057991)"
3521,Cynthia Harrell,"(-59.3430985, -74.476093)"
3522,Mark Carter,"(-83.3454455, -170.642551)"
3523,Melissa Bowen,"(61.701254, 53.590436)"
3524,Johnny Riddle,"(-41.218336, 7.332282)"
